,logFC,AveExpr,t,P.Value,adj.P.Val,B,symbol
225104_at,0.401264766,6.897640832,5.931591632,1.44E-06,6.13E-05,5.228388014,ZNF598
220121_at,0.401294836,6.275413787,3.222546406,0.002964912,0.020270441,-2.093832061,LINS1
203147_s_at,0.401330543,7.272809383,4.993545247,2.14E-05,0.000460424,2.614048598,TRIM14
221753_at,0.401494533,7.294282376,4.341301564,0.000138139,0.001897679,0.816691383,SSH1
224016_at,0.401585822,5.574889997,4.096345912,0.00027559,0.003216194,0.155075366,HIPK2
235308_at,0.402037221,8.339870086,4.030544523,0.000331309,0.003723398,-0.020863286,ZBTB20
219518_s_at,0.40281078,4.856768935,3.973890741,0.00038802,0.004219365,-0.171658965,ELL3
200810_s_at,0.403145125,10.01738905,5.467157371,5.47E-06,0.000163758,3.934389296,CIRBP
229204_at,0.403350806,6.686673889,3.487448824,0.001469734,0.01179996,-1.435086147,HP1BP3
211059_s_at,0.403726004,6.116964165,4.565134916,7.31E-05,0.001164708,1.4288233,GOLGA2
203936_s_at,0.404072094,5.863409587,5.495407535,5.04E-06,0.000152977,4.013222103,MMP9
1566643_a_at,0.404230759,5.345982732,3.797144015,0.000632999,0.0061451,-0.637643494,NA
224367_at,0.404536093,7.491076321,2.926150476,0.006340152,0.035634026,-2.799767065,BEX2
230355_at,0.404579982,5.462832313,4.693773587,5.06E-05,0.000880419,1.783162139,SEPTIN7P2
1562852_at,0.404810113,5.878550446,3.528260059,0.001316958,0.010840815,-1.331559676,NA
200075_s_at,0.404848584,9.192109323,5.612624257,3.60E-06,0.000119748,4.34023052,GUK1
206877_at,0.404851115,5.414911548,3.015112198,0.005062467,0.030169321,-2.591689909,MXD1
206668_s_at,0.404881885,6.516022589,3.763772084,0.000693828,0.006563161,-0.724806849,SCAMP1
201991_s_at,0.404949364,10.14652625,7.081970167,5.60E-08,6.16E-06,8.378586581,KIF5B
218949_s_at,0.405009512,7.627625876,4.763905942,4.14E-05,0.00075901,1.976977929,QRSL1
AFFX-r2-Ec-bioB-5_at,0.405169621,8.970093492,3.78822929,0.00064872,0.006255512,-0.660954516,NA
217867_x_at,0.405404083,5.310171862,3.483264907,0.001486331,0.011897733,-1.445670644,BACE2
239795_at,0.405498039,5.996589947,5.454359325,5.67E-06,0.000168562,3.898674648,NA
235660_at,0.405721014,5.973118446,4.215114668,0.000197353,0.002507051,0.474636713,NA
212314_at,0.405732949,9.434774901,3.397689217,0.00186825,0.014177175,-1.660943497,SEL1L3
217274_x_at,0.405747853,4.461256815,4.160920614,0.000229889,0.002804371,0.328515812,MYL4
224991_at,0.406045344,7.761152036,3.84388312,0.000556461,0.005564425,-0.515112492,CMIP
215135_at,0.40630846,4.327525796,6.143008064,7.87E-07,3.96E-05,5.814712759,DNPEP
221628_s_at,0.406630246,6.14414332,4.082187876,0.000286743,0.003316626,0.117150196,GLYR1
201593_s_at,0.406756162,9.533524068,4.948308526,2.44E-05,0.000509466,2.488302707,ZC3H15
230408_at,0.406805065,6.792356838,4.044979505,0.00031821,0.003602849,0.017661242,PCGF3
230509_at,0.407110969,7.148337536,5.025590779,1.95E-05,0.000432134,2.70318663,SNX22
215058_at,0.407272712,3.413888758,4.462323231,9.80E-05,0.001457327,1.146885368,DENND5B
205383_s_at,0.407591965,8.427614586,4.930003527,2.57E-05,0.000530509,2.437450297,ZBTB20
236484_at,0.407711028,5.638474982,4.264000165,0.000171918,0.002256267,0.606859189,NA
215145_s_at,0.407760889,4.267365213,3.612535455,0.00104856,0.009088895,-1.11620867,CNTNAP2
230688_at,0.407834395,5.548167666,3.574045185,0.001163826,0.009848661,-1.214820395,NA
218721_s_at,0.408033317,7.089732133,3.525794396,0.001325735,0.010889739,-1.337828728,ODR4
224558_s_at,0.408411836,9.521101377,5.079890318,1.67E-05,0.000380764,2.854327569,MALAT1
232134_at,0.408487466,6.589105614,4.483690393,9.22E-05,0.00139099,1.205378577,NA
241278_at,0.409188572,3.219159443,4.074195046,0.000293234,0.003376554,0.095756408,NA
233955_x_at,0.40937741,8.947498261,3.972980512,0.000389004,0.00422755,-0.174076355,CXXC5
211828_s_at,0.409450826,7.765015762,4.368778145,0.000127785,0.001782303,0.891485171,TNIK
236460_at,0.409739384,6.904753607,5.10602237,1.55E-05,0.0003594,2.927105768,NA
219301_s_at,0.410131502,3.462072761,3.81197719,0.00060766,0.005954083,-0.598813559,CNTNAP2
1555124_at,0.410258211,4.573462343,3.35590132,0.002087516,0.015482223,-1.765194636,LINC01126
228271_at,0.410284932,6.63273515,4.704320617,4.91E-05,0.000860244,1.812283122,NA
214375_at,0.410413649,3.260824444,4.755267525,4.24E-05,0.000774662,1.953083288,PPFIBP1
241495_at,0.410428679,5.606315945,3.521707158,0.00134041,0.010984249,-1.348216667,CCNL1
224771_at,0.410548561,4.121421885,3.242248087,0.002816048,0.019514249,-2.04568173,NAV1
201183_s_at,0.410807075,7.712216872,3.489307966,0.001462417,0.01174984,-1.430381135,CHD4
201138_s_at,0.41096896,8.582866539,4.794947754,3.78E-05,0.000708112,2.062889924,SSB
227641_at,0.411135317,8.265407315,3.848348373,0.00054964,0.005515943,-0.503379324,FBXL16
1558186_s_at,0.411151743,4.382936529,3.160111985,0.003487952,0.022943185,-2.245459075,NA
217027_x_at,0.412168574,7.092808176,6.614796611,2.07E-07,1.53E-05,7.112562257,NA
236107_at,0.412436444,6.621185975,2.933086699,0.006230499,0.035180476,-2.783667771,UBE2Z
206513_at,0.412769659,7.627622709,3.575048078,0.001160673,0.009829583,-1.212256402,AIM2
228071_at,0.41286991,10.86862837,4.437524116,0.000105116,0.001537285,1.079067639,GIMAP7
236094_at,0.41287406,6.72504784,3.122537645,0.003843976,0.024647515,-2.335989141,TCF7L2
205731_s_at,0.413006493,5.3156168,4.436428603,0.000105444,0.001539836,1.076073543,NCOA2
236395_at,0.413025339,6.406060539,3.284675641,0.002519382,0.017891829,-1.941509217,NA
220315_at,0.413231489,4.925524395,4.386678752,0.000121455,0.001713913,0.940268611,PARP11
218863_s_at,0.413297171,3.902389517,3.893535805,0.000485049,0.004999065,-0.384383545,TNS1
232940_s_at,0.413512278,5.513772494,3.467325312,0.001551232,0.012315031,-1.485944745,KMT2C
228847_at,0.413513857,6.160746034,4.415846326,0.000111798,0.001612385,1.019849646,NA
1557558_s_at,0.413661064,6.310554561,4.104094852,0.000269667,0.003161885,0.175848258,MATN1-AS1
241062_at,0.413804334,5.858149202,6.428505429,3.50E-07,2.23E-05,6.602109268,NA
241865_at,0.414308654,7.498940445,3.794104817,0.000638316,0.006180261,-0.645592843,NA
203839_s_at,0.414426147,7.527678004,3.474700488,0.00152087,0.01211691,-1.467319979,TNK2
222284_at,0.414507775,6.383684275,4.66562458,5.48E-05,0.000934676,1.705489503,NA
202131_s_at,0.414624167,8.619784503,3.390741208,0.001903103,0.014389734,-1.678317589,RIOK3
231193_s_at,0.415186755,5.343953545,4.79592511,3.77E-05,0.00070705,2.065596057,TAOK1
229855_at,0.415187585,6.331011909,5.334258245,8.02E-06,0.000219672,3.563517749,RNF34
219653_at,0.415672754,6.199906321,5.158000119,1.33E-05,0.000322363,3.071932261,LSM14B
226670_s_at,0.415700616,7.295705097,4.571069831,7.18E-05,0.001151211,1.445134634,PABPC1L
233137_at,0.415760746,6.051553017,5.55437126,4.25E-06,0.000135277,4.177740138,NA
232511_at,0.415778837,4.987493205,3.018018343,0.005025153,0.030014226,-2.584835254,NA
222380_s_at,0.415841965,7.341742613,3.327745893,0.002248979,0.016397243,-1.835102325,PDCD6
227277_at,0.416038975,8.311439132,4.366689479,0.000128544,0.001789244,0.885795923,MTDH
223800_s_at,0.416053835,5.381227293,3.408835547,0.001813616,0.013864574,-1.633037879,NA
211962_s_at,0.416073813,10.18179131,5.790870034,2.15E-06,8.18E-05,4.836963379,ZFP36L1
222850_s_at,0.416224605,8.50808562,3.416190036,0.001778413,0.013654648,-1.61460309,DNAJB14
238159_at,0.416269813,5.654861083,4.041848577,0.000321008,0.003627759,0.009301852,NA
203758_at,0.416398099,8.269785515,4.246882016,0.000180434,0.00234106,0.560515676,CTSO
239421_at,0.416509296,4.015965911,4.037966011,0.00032451,0.003659775,-0.001061701,DLGAP1-AS1
238326_at,0.416733275,5.312375627,5.272630031,9.57E-06,0.000251634,3.391574726,ODF3B
214435_x_at,0.417312503,7.163677967,3.984665231,0.000376548,0.004120027,-0.143030936,RALA
231377_at,0.417453153,6.566265695,4.697138486,5.01E-05,0.000873365,1.79245177,CXorf65
205734_s_at,0.417483466,3.900193181,5.874977115,1.69E-06,6.90E-05,5.071006908,AFF3
244536_at,0.41749533,6.227460136,3.22545222,0.002942492,0.020150611,-2.086739354,NA
220582_at,0.417564052,4.52307234,5.224463261,1.10E-05,0.000279494,3.257228699,NA
202551_s_at,0.418055075,5.944179259,2.995313579,0.00532375,0.031325446,-2.638293242,CRIM1
217893_s_at,0.418104026,8.137811218,3.733403674,0.000754104,0.007015475,-0.803883259,AKIRIN1
241614_at,0.418497606,5.077495493,4.962026182,2.34E-05,0.000495826,2.526423026,NA
1554661_s_at,0.419035191,6.966917882,4.777692007,3.98E-05,0.000736244,2.015123484,CNST
227513_s_at,0.419043226,5.877822657,4.373363108,0.000126133,0.001763315,0.903976113,LRRFIP1
212094_at,0.419111238,3.456506641,4.244437041,0.000181684,0.002350582,0.553900235,PEG10
208042_at,0.419227279,6.439199633,4.769489518,4.07E-05,0.000749207,1.992425717,AGGF1
222485_at,0.419240412,5.35301108,6.219783146,6.32E-07,3.38E-05,6.027002313,FKBP3
236371_s_at,0.419483917,3.960178533,5.372550997,7.18E-06,0.000201992,3.670373169,TGS1
239037_at,0.419653495,3.5799028,5.870276531,1.72E-06,6.96E-05,5.057933821,GNAS
231640_at,0.419763964,4.344343667,5.74955647,2.43E-06,8.91E-05,4.721909796,ETFRF1
222389_s_at,0.419842047,10.03126902,6.151645565,7.68E-07,3.91E-05,5.838614471,WAC
239062_at,0.420034473,6.615937597,4.078591367,0.000289647,0.003345959,0.107522206,TNRC6C-AS1
204265_s_at,0.420066417,10.34781161,4.722794834,4.65E-05,0.000828914,1.863314662,GPSM3
233951_at,0.42031414,5.526933019,5.212533348,1.14E-05,0.000286268,3.223960911,NA
1568763_s_at,0.420659498,8.467874933,3.354378115,0.002095959,0.015528461,-1.768983574,NA
232126_at,0.420717041,4.511659614,4.39085388,0.000120024,0.001700539,0.951653101,COQ2
212542_s_at,0.420742419,9.243809915,5.014386516,2.01E-05,0.000439767,2.672015443,PHIP
236199_at,0.421081036,7.093425341,5.603672374,3.69E-06,0.000121613,4.315263844,NA
1558556_at,0.421113605,5.678765878,5.607131645,3.65E-06,0.000120823,4.324911874,CAMK1
1553067_a_at,0.421161836,4.312958922,5.089811356,1.62E-05,0.000372216,2.88195493,GNRHR2
209307_at,0.421217317,8.095000517,4.602447258,6.57E-05,0.001075199,1.531432792,SWAP70
219094_at,0.421414773,5.732703887,3.087375544,0.004208268,0.026334789,-2.420201642,ARMC8
242456_at,0.422051188,4.457102309,3.036722365,0.00479116,0.028967897,-2.540633594,MRE11
240080_at,0.422125554,6.098530481,4.707973878,4.86E-05,0.000853751,1.82237225,NA
204440_at,0.422399087,6.841433276,5.044305488,1.85E-05,0.000414063,2.755264728,CD83
208663_s_at,0.422449353,7.72433809,2.952030171,0.005940073,0.033944862,-2.739590773,NA
1563051_at,0.422882499,4.681414367,4.98116057,2.22E-05,0.000474229,2.579612285,OSBP
228620_at,0.422928037,6.15903442,4.128013795,0.000252161,0.003009583,0.240038107,CHROMR
201606_s_at,0.422947826,9.31153954,6.239352159,5.98E-07,3.26E-05,6.081051865,PWP1
235444_at,0.423286629,8.028246761,3.916811598,0.000454734,0.004752931,-0.322909697,FOXP1
202136_at,0.423335096,8.954017846,4.346004802,0.00013631,0.001878524,0.829486483,ZMYND11
203318_s_at,0.423431665,8.419833149,3.964232526,0.000398593,0.004306928,-0.197300458,ZNF148
204005_s_at,0.423505219,3.354971969,3.487251388,0.001470513,0.011802749,-1.435585743,PAWR
214004_s_at,0.423735963,7.518171386,4.207268735,0.000201766,0.002549382,0.453451553,VGLL4
227817_at,0.423834785,8.775553744,4.293832122,0.000158013,0.002108403,0.68773107,PRKCB
206896_s_at,0.424108433,6.722587748,4.466025566,9.69E-05,0.001445195,1.157016633,GNG7
224693_at,0.424127655,7.140815234,3.241697458,0.00282011,0.019532492,-2.04702939,FAM210B
211310_at,0.424128625,3.719220967,4.677943062,5.29E-05,0.000910237,1.739471564,EZH1
1553123_at,0.424661693,3.066947111,5.606350993,3.66E-06,0.000120825,4.322734626,WDR62
240134_at,0.424791775,6.436185088,8.871244975,4.75E-10,2.63E-07,12.98630325,NA
221756_at,0.425426017,9.622621938,3.260896335,0.002681752,0.018808038,-1.999974833,PIK3IP1
200914_x_at,0.425512957,8.615993812,4.08124189,0.000287504,0.00332402,0.114617519,KTN1
215018_at,0.425571681,4.588072905,3.39883797,0.001862547,0.014147643,-1.658069404,CEP295
226608_at,0.425580083,6.329702697,4.129954635,0.00025079,0.002998463,0.245251169,C16orf87
203641_s_at,0.425587736,5.373544617,4.774737632,4.01E-05,0.000741005,2.006947601,COBLL1
1556072_at,0.425610286,5.545993282,4.979509813,2.23E-05,0.000476088,2.575022829,LINC00528
232280_at,0.425617023,5.647347209,3.550043589,0.001241816,0.010367511,-1.276095079,SLC25A29
234838_at,0.425657925,4.497162373,5.80528489,2.07E-06,7.96E-05,4.877093781,NA
209558_s_at,0.425722633,7.068104739,4.744369703,4.38E-05,0.000793156,1.922947399,HIP1R
223679_at,0.425803079,8.395196061,3.135809884,0.003714437,0.024045331,-2.304074682,CTNNB1
235428_at,0.42585604,4.574402991,3.199510157,0.003148516,0.021245336,-2.149949061,MINCR
230637_at,0.426001231,6.771892523,4.725397416,4.62E-05,0.000825048,1.87050613,SFXN4
230529_at,0.426128774,8.535535711,4.081057311,0.000287653,0.003325036,0.114123368,HECA
244815_at,0.426175833,4.015263526,4.261406075,0.000173182,0.002269051,0.599833321,NA
1560661_x_at,0.426319168,7.253724298,5.576533212,3.99E-06,0.000129153,4.239564725,LINC00342
219517_at,0.4264277,5.121223473,4.431470635,0.000106941,0.001556599,1.062525052,ELL3
226975_at,0.426543004,7.655721522,4.529811509,8.08E-05,0.001256044,1.331820698,RNPC3
240602_at,0.426716201,3.090899673,3.894943013,0.000483161,0.00498525,-0.380670384,HBS1L
1561041_at,0.426751181,5.368734648,5.093588455,1.60E-05,0.000369275,2.892474056,TNRC6C
233813_at,0.426892865,5.981048629,3.494083761,0.001443781,0.01162019,-1.418289929,PPP1R16B
217759_at,0.427222638,9.619610587,6.733028878,1.48E-07,1.24E-05,7.434967825,TRIM44
226252_at,0.427362847,6.314142906,3.887723065,0.000492922,0.005063984,-0.399716753,ZBTB20
212207_at,0.427479797,6.926549734,5.728921947,2.57E-06,9.26E-05,4.664425133,MED13L
243593_s_at,0.427694177,5.74990227,3.267605005,0.002634956,0.018543725,-1.983500985,NA
219109_at,0.42793265,5.866100352,2.979053914,0.005547822,0.032310095,-2.676441201,SPAG16
217236_x_at,0.427992973,5.972822585,3.046388871,0.004674316,0.028419798,-2.517732287,NA
228209_at,0.428083262,5.179694145,3.527731286,0.001318836,0.010850263,-1.332904258,LHX4-AS1
222027_at,0.428558404,5.426940903,3.215131289,0.003022865,0.020571998,-2.111917157,NUCKS1
218100_s_at,0.428638152,7.732926929,4.153616912,0.000234659,0.002851743,0.308861612,IFT57
242039_at,0.42889537,6.365413925,6.830764983,1.13E-07,1.02E-05,7.700498386,ARAP1
243121_x_at,0.428909662,6.615651423,6.629796313,1.98E-07,1.49E-05,7.15353444,NA
243295_at,0.42902414,7.121756347,4.380106513,0.000123742,0.001741915,0.922352603,RBM27
235788_at,0.429066913,6.42662781,6.302466735,5.00E-07,2.89E-05,6.255198004,HCG18
242610_x_at,0.429593097,6.404086014,7.324260555,2.87E-08,3.87E-06,9.026163332,NA
222792_s_at,0.429884052,7.948579284,5.303996063,8.75E-06,0.000234759,3.479080382,CCDC59
204805_s_at,0.430203318,8.74371048,4.685220139,5.18E-05,0.000896827,1.759552747,H1-10
212620_at,0.430544775,6.96677457,5.206308618,1.16E-05,0.000290113,3.206603845,ZNF609
230148_at,0.430556275,5.199863935,3.531276164,0.001306298,0.010770901,-1.323888615,AHSA2P
214251_s_at,0.430564968,6.360903769,3.530096502,0.001310457,0.010797056,-1.326889252,NUMA1
220917_s_at,0.431193538,6.413577556,6.225475934,6.22E-07,3.36E-05,6.042728376,WDR19
204669_s_at,0.431317328,6.732318254,4.605774351,6.51E-05,0.001068221,1.54058932,RNF24
211900_x_at,0.431442963,7.387551108,4.141446024,0.000242825,0.002927503,0.276130651,CD6
213189_at,0.431497772,7.51082826,4.383607962,0.000122518,0.001726466,0.931896867,RIOX2
219228_at,0.431618179,7.148327379,5.190381766,1.21E-05,0.000300026,3.162197418,ZNF331
231821_x_at,0.431717745,6.005129715,2.886935789,0.006995097,0.038272485,-2.890381297,NA
237247_at,0.431863221,3.634127923,4.759770609,4.19E-05,0.000766515,1.965538492,USP51
240762_at,0.432147871,3.63463118,4.08758474,0.00028244,0.003280041,0.131602369,NA
237341_at,0.432190502,4.260961502,3.332277972,0.002222203,0.016243174,-1.82386794,NA
215069_at,0.432195245,5.725670809,2.916867349,0.006489756,0.036196258,-2.821280142,NMT2
228465_at,0.432367155,7.494823009,4.18934903,0.000212214,0.002648155,0.405104129,NA
223259_at,0.432388593,8.117837178,4.022499363,0.000338837,0.003788535,-0.042316608,ORMDL3
211794_at,0.432520108,8.407558164,3.010770191,0.005118708,0.030416839,-2.601924656,FYB1
218600_at,0.432589746,7.814246818,4.086031564,0.000283672,0.003291641,0.127442584,LIMD2
242666_at,0.43276802,5.294162993,3.017710401,0.005029094,0.030024649,-2.585561758,PIK3IP1-AS1
221601_s_at,0.432945676,10.6518868,4.282037311,0.000163373,0.002164372,0.655740063,FCMR
212980_at,0.433630732,7.970548727,3.44927512,0.001628029,0.012803867,-1.531455152,NA
226838_at,0.433777453,8.07657,4.606212459,6.50E-05,0.001067695,1.541795127,TTC32
220905_at,0.435120363,5.572123254,4.673958035,5.35E-05,0.000918082,1.728476856,NA
235580_at,0.435191634,4.50864541,4.173638941,0.000221809,0.002728945,0.362762825,ZNF141
227039_at,0.43522606,8.284187609,3.356290573,0.002085364,0.015470459,-1.764226253,AKAP13
1555261_at,0.43536025,3.811606648,4.5363903,7.93E-05,0.001239564,1.349876466,NA
236099_at,0.435525519,5.42271982,4.186092046,0.000214169,0.002665533,0.39632257,NA
228549_at,0.435595455,7.820621144,3.371886841,0.002000864,0.014971568,-1.725383626,TMEM63A
232676_x_at,0.436192776,5.534905262,4.075503259,0.000292162,0.003367391,0.099257172,MYEF2
221764_at,0.436219978,9.290903412,3.695553524,0.00083639,0.007610186,-0.902109365,R3HDM4
215457_at,0.43664486,3.959858078,2.928617049,0.006300952,0.035483009,-2.794044483,NA
226879_at,0.436808362,9.339571523,4.166431304,0.000226353,0.002771132,0.343351177,HVCN1
1566303_s_at,0.437635084,8.611577247,4.955074957,2.39E-05,0.000503305,2.507104861,PPP1R11
202173_s_at,0.437860388,8.470465447,6.49974291,2.86E-07,1.92E-05,6.797644471,VEZF1
204119_s_at,0.437865087,8.364263688,4.925167646,2.60E-05,0.000535106,2.424019027,ADK
232198_at,0.437874368,4.187823447,6.210145796,6.50E-07,3.45E-05,6.000374759,NA
223727_at,0.438021797,5.844596972,5.826646982,1.94E-06,7.65E-05,4.936551524,KCNIP2
205919_at,0.438092922,5.139969674,4.316555678,0.000148171,0.002003765,0.749422928,HBE1
239188_at,0.438155293,6.250001894,3.441463407,0.00166239,0.01299745,-1.551118935,PPP2R3C
217144_at,0.438338872,8.393678679,3.914692478,0.000457416,0.004772811,-0.328511481,NA
218136_s_at,0.438770759,6.753832669,3.785926492,0.000652842,0.006280646,-0.666972915,SLC25A37
201810_s_at,0.438773567,9.086397201,3.994391288,0.000366479,0.004028392,-0.117168022,SH3BP5
1557242_at,0.438948528,6.332021118,3.372117972,0.001999637,0.014964433,-1.724807374,NA
233009_at,0.439160511,6.218282951,3.868548313,0.00051979,0.005279496,-0.450242914,NA
230028_at,0.439951604,6.232961744,3.829053868,0.000579711,0.005744058,-0.554045145,KHDC4
218237_s_at,0.440275251,10.07785593,2.946839717,0.006018352,0.034283536,-2.751683447,SLC38A1
220145_at,0.440292944,3.091515381,4.544210546,7.76E-05,0.001219008,1.371345734,MAP9
214157_at,0.440500247,5.222896723,4.128059813,0.000252128,0.003009583,0.2401617,GNAS
1568941_a_at,0.44121058,2.786305006,5.183683096,1.24E-05,0.000304632,3.143522363,HNRNPC
215151_at,0.441322713,6.389251205,3.361204068,0.00205838,0.015322247,-1.75199803,DOCK10
213459_at,0.44192131,6.460335881,4.569688415,7.21E-05,0.001154181,1.441337657,RPL37A
215275_at,0.441929476,7.915494905,3.799731834,0.000628505,0.006110674,-0.630873003,TRAF3IP3
1568943_at,0.441944651,6.78523314,4.529856185,8.08E-05,0.001256044,1.331943296,INPP5D
1554564_a_at,0.442052812,4.243294918,3.626697308,0.001008999,0.008809808,-1.079820227,SPPL3
